proba_Flying	proba_Ground	proba_Poison	proba_Psychic	proba_Fighting	proba_Grass	proba_Fairy	proba_Steel	proba_Dark	proba_Dragon	proba_Water	proba_Rock	proba_Ice	proba_Ghost	proba_Fire	proba_Electric	proba_Normal	proba_Bug	prediction
0.15584415064917712	0.06915750252592506	0.1680394405573213	0.09851845773213523	0.04922757500645955	0.0328616765013723	0.07753925209446098	0.023825883850454883	0.026949690169281452	0.08273020193680261	0.03857816785475862	0.00346553074291292	0.09191273374073602	0.020234272411344283	0.020700122927849632	0.031726907630522085	0.0	0.008688433668485875	Poison
0.09235317228030304	0.057463954791233694	0.06818503637819001	0.0915316845914663	0.06101551943210294	0.06159666149932601	0.10929875402219356	0.09661728837405462	0.06954067728115647	0.11617713436156615	0.04740728312523241	0.021079851067989434	0.04066515779600357	0.01806180017277903	0.04900602482640274	0.0	0.0	0.0	Dragon
0.11236393873051649	0.055394732219228526	0.05318933780737642	0.12213089040232553	0.10405651723400945	0.04235955639239606	0.05123159694315902	0.05958167778356309	0.07159145722124785	0.08964120887885177	0.04463517164613405	0.002679335779924003	0.0449706669234119	0.0441455168313956	0.10202839520646025	0.0	0.0	0.0	Psychic
0.2857528111028158	0.11208885091355025	0.27816695881929016	0.02792031463710089	0.0	0.03610831621338061	0.061450288130873186	0.02547316180097001	0.0	0.024275838215587243	0.08065673740907547	0.015900704461590073	0.022888858350336397	0.005193999506055872	0.0	0.0	0.0	0.024123160439374017	Flying
0.20247377938498107	0.07099244253687167	0.1896582855495043	0.06887255911421239	0.03574636848296042	0.02127767120546407	0.02595131071439224	0.008158452796137248	0.03193537063587611	0.06931878593752185	0.058714011657159434	0.0	0.14845097698960225	0.008815021112301013	0.05963496388301586	0.0	0.0	0.0	Flying
0.12462417808175451	0.10829431542991194	0.17085000177645793	0.046728078657718226	0.11237642358429588	0.05235092715454663	0.055133059049481604	0.020222190096866394	0.050400826797428605	0.06412278330073623	0.05328900131856558	0.0	0.0673500072179654	0.014587651493019107	0.016201736848473338	0.0	0.0	0.04346881919277865	Poison
0.37692588654307857	0.08003883694816703	0.2893624862836238	0.029319700698731774	0.0	0.016345198158099556	0.0994086989708273	0.024246248637250497	0.003985180949833208	0.02826101916542045	0.03379200007646377	0.0	0.013120744062448097	0.005193999506055872	0.0	0.0	0.0	0.0	Flying
0.07438584457841717	0.08165413708495282	0.15285892512742089	0.10990085732174364	0.026433230035357816	0.04160845997185825	0.07941132301415992	0.06014305440046476	0.04507677489941226	0.022734929020591575	0.11904756696101451	0.06761585186245878	0.06389794631945409	0.022795287961790662	0.012564724416826548	0.019871087024076393	0.0	0.0	Poison
0.2303201750183947	0.03453700132468047	0.3357091154182215	0.06355859168090168	0.009670144700486648	0.0197489393044535	0.14713508388434451	0.021732481173431475	0.003985180949833208	0.01944885945318357	0.05389579130774126	0.00916030534351145	0.015768875029166674	0.011038372391492123	0.0	0.02429108302015716	0.0	0.0	Poison
0.018231669035746443	0.13184799171710865	0.012529324960488277	0.049888980015653527	0.012376337209771106	0.025588829448991823	0.029133507033852687	0.1078095763958415	0.030265473901355637	0.009679513401835973	0.04952301000756899	0.4494247164251833	0.04360704416322203	0.02547445453037481	0.00461957175300542	0.0	0.0	0.0	Rock
0.15066354556572653	0.00803123521346497	0.27121279947041965	0.12350999603948107	0.015303665929494852	0.0198630585644542	0.08104973532488245	0.031138657639098337	0.008168784590482507	0.029757925010439765	0.006522881575112801	0.0	0.04692127471537446	0.039996305439083175	0.14375353697035942	0.0	0.0	0.024106597952125854	Poison
0.03455343898470842	0.05695960992260571	0.21394290616644623	0.06711853764452178	0.012202947335269785	0.03481682511653745	0.08558871219466788	0.09407841405592236	0.002751075624558824	0.014407370315017194	0.1699376047354645	0.14104333693208665	0.019063873199381277	0.004173995013178044	0.0017643611579508368	0.019010629427350434	0.0	0.02858636217433258	Poison
0.17294536462364585	0.02374820803628317	0.21644762646913232	0.11902911889336583	0.0332065499645355	0.014444892385661197	0.03721165232162898	0.04283350794281605	0.028979226684994034	0.05760904293276118	0.004666228276078452	0.0	0.06331087423720107	0.029813491722873973	0.09243847965328682	0.031726907630522085	0.0	0.03158882822521347	Poison
0.09346242005550406	0.10706224640801694	0.018760768866015298	0.057770770868942084	0.2699907666016951	0.039334982285736286	0.011478661721153261	0.08216295482060464	0.15952600780705536	0.023500428200613453	0.0402141299486053	0.018354067895034843	0.018560051990408475	0.03498262708200509	0.024839115448609856	0.0	0.0	0.0	Fighting
0.08593273681853388	0.11187686593989993	0.05252577368371217	0.07898685743164657	0.009639361570569275	0.004067607949245839	0.06276709346847743	0.005812653699977644	0.05134496169180736	0.03884441040617162	0.021599435146407598	0.025125998934636382	0.1245534391859616	0.009844246442761271	0.013106594773952715	0.30397196285623873	0.0	0.0	Electric
0.21516981231842194	0.009718590649570773	0.18109252113567553	0.047862101700144974	0.039026517907859055	0.037866032072254474	0.030491223156428087	0.0219640664212695	0.03193101391924326	0.03088419614075905	0.009466173777272609	0.0	0.2863811015394605	0.019794993145821626	0.03835165611581855	0.0	0.0	0.0	Ice
0.10380832039613065	0.0790178297009342	0.08134262177715286	0.08218406688831097	0.08176754704868135	0.04919806603038202	0.04977151146516498	0.044973193331590486	0.0774621305023349	0.11124720701110707	0.06858197831165323	0.01651058981076211	0.07375254520992762	0.02317611643045302	0.02547936845489245	0.031726907630522085	0.0	0.0	Dragon
0.14743163661549144	0.06366308040770749	0.0890402733658637	0.10785213993653227	0.10776719914323477	0.05593521520085447	0.04651825996974133	0.04076751964813267	0.07238924973696308	0.0773446124300237	0.021982069200812835	0.0007861949629889168	0.04913601340978113	0.03176090077055504	0.05735743596760067	0.030268199233716476	0.0	0.0	Flying
0.09612691389006703	0.09254042280471404	0.059800464154141336	0.04286276355354055	0.21384595015765046	0.036516103005814045	0.04105453850804234	0.05335265039551297	0.1156011469880368	0.07068110788122743	0.05975799373366437	0.01572562778408781	0.031064273057524815	0.02863765623765397	0.04243238784832207	0.0	0.0	0.0	Fighting
0.22820649955335495	0.022196879044821115	0.23888849647555602	0.06779073377721415	0.0048549008684369436	0.022642558473368813	0.09183895770262947	0.00424747388892025	0.010500354704221806	0.006945324349657169	0.06018962050663289	0.0	0.0579632914920331	0.012271765474752106	0.0028928256370707784	0.16857031805133046	0.0	0.0	Poison
0.056619653110386345	0.110483553786815	0.13386723824226127	0.06405238927451547	0.013796578601066123	0.0488638087027647	0.3720595239419476	0.0030207143339640082	0.023258946753106042	0.013986213435003503	0.03981999378499425	0.031071167051748984	0.03295975287990493	0.001132767875236503	0.008255873174421734	0.046751825051863566	0.0	0.0	Fairy
0.09565113283562363	0.12383336476851377	0.18437737706028734	0.09107860767641994	0.008390812700254739	0.06377051887474781	0.17268588474510746	0.0431992207208936	0.01808202278085343	0.01364988038484735	0.068988289317537	0.03161000951123047	0.026666047691855443	0.01050076239447042	0.01768223167935145	0.0	0.0	0.029833836858006044	Poison
0.18501505605151417	0.08264422082234686	0.25232713816365376	0.07772999564445446	0.0319212992323329	0.02748681919981386	0.0959139260129321	0.0029315450253263892	0.021008135206480715	0.01669209439265975	0.03763728814410962	0.0007861949629889168	0.023568032903326	0.021520615957472587	0.03339396961024351	0.06902341043922752	0.02040025823111685	0.0	Poison
0.18162754407759757	0.043478625319448676	0.3195296657622833	0.12008133635554993	0.012293263086778939	0.016071339048116164	0.12969117630979693	0.01988359288972786	0.0	0.010285342302267549	0.06037650983848741	0.0	0.015768875029166674	0.01635344772690535	0.0	0.05455928225387363	0.0	0.0	Poison
0.03503299834565508	0.14803807823456333	0.09116807280033393	0.06086429644380574	0.06302671636993423	0.06516290592703768	0.023932170676675114	0.038364138584569316	0.08918112455395481	0.05348677705150646	0.07953745335709601	0.038898479303229865	0.07132836513241572	0.09471864742837402	0.04725977579084869	0.0	0.0	0.0	Ground
0.11281202288477678	0.10943779038681377	0.15633441957672842	0.0763404343468737	0.025102627902229554	0.04887666409474723	0.047069832465330606	0.021287518366368694	0.07368531931240369	0.04929070109303876	0.08314957957025519	0.018709145319205273	0.05742031821548366	0.026370181943642875	0.02565816249298441	0.03767739362601792	0.030777888403099432	0.0	Poison
0.13699048089696833	0.01749337127731183	0.05763973903011224	0.043629364689579855	0.09638100258810085	0.04692506173339276	0.027629263305681776	0.02015563731685683	0.1317680532003411	0.05498647867923375	0.01373521471795125	0.0	0.14905065545527904	0.04927069746505967	0.04469357846471647	0.0	0.050812944895201856	0.05883845628421236	Ice
0.09598315312429546	0.023396919971591785	0.045816976305813086	0.18109253355068494	0.08527807914082847	0.06828478480906708	0.08358293317778279	0.01593887281053016	0.037969331935845584	0.04586539579822028	0.06056874808375014	0.0007861949629889168	0.005312523985258438	0.06505461763393086	0.17638050104092606	0.0	0.0	0.008688433668485875	Psychic
0.1385040371259875	0.04855698846863501	0.12468482004034763	0.034046483725473274	0.1528605603010171	0.0447263770090717	0.019841563685673202	0.013714881826488046	0.042456063069958534	0.10122179104156412	0.0036006226391006595	0.0	0.10826183145585426	0.034616001250719695	0.06441191388018351	0.0	0.022459423136565695	0.04603664134335998	Fighting
0.035685891997638046	0.13979306711149425	0.10396956523519624	0.04070492652737195	0.02196849514891948	0.04670062426548819	0.02428278563583076	0.0402196478383965	0.03318886907528856	0.010339934902961461	0.07245015425059709	0.06531472771887883	0.029991395620124185	0.07417705629542155	0.030641521785931467	0.0	0.0	0.23057133659046147	Bug
0.012505905969471317	0.05290492228704989	0.01727862280719104	0.0727569821228893	0.0022415020292592216	0.04216601805629278	0.07969031361100105	0.28693976630946394	0.034198807746100485	0.01922294574885661	0.018347522584834765	0.261154351436031	0.024486748724672693	0.022503825776131293	0.007419159341069004	0.046182605449685575	0.0	0.0	Steel
0.0349127609680848	0.10283991110980978	0.06220821308083393	0.12371733407776725	0.030985354588667868	0.062366287620695175	0.05073701351786999	0.07072080920488324	0.048073375284278824	0.05032807271143243	0.05914528920803289	0.13773789850434356	0.025131540001753983	0.08439055069075267	0.03231576386435618	0.0	0.0	0.024389825566437404	Rock
0.1256130298228867	0.04121567780585593	0.1447459354007288	0.1399896211017667	0.0217407523184643	0.04737794251622644	0.056178666340390586	0.04123452665822058	0.06228551170369064	0.040054217727303935	0.09781237916587723	0.00346553074291292	0.03655880685791543	0.06631730957486488	0.036537282049621055	0.0	0.02040025823111685	0.018472551982156988	Poison
0.11396026541232292	0.03897727096809289	0.11140163912867987	0.06281707193830109	0.0688348565333408	0.040204094822630335	0.07204233307927774	0.01073091158621827	0.15111646086252323	0.0719910438277503	0.020581263381129086	0.0	0.023983643678011594	0.018318691217790155	0.020810440217235566	0.0	0.01651180907864485	0.15771820426805133	Bug
0.13182756796484496	0.025886167540615113	0.05342409019563527	0.04076874341403017	0.17456611419735854	0.046047735307428055	0.007833100799967695	0.050352436309014606	0.16052976720831688	0.06348598594625382	0.009428403700356944	0.0	0.03370386042303282	0.05885656150009821	0.0599233248173314	0.0	0.0	0.0833661406757155	Fighting
0.04944065751430764	0.09978948419781049	0.14384054025165488	0.07470450815953852	0.041552862990745815	0.09254201690133633	0.07540399805912677	0.009528530666238544	0.04337881024727618	0.030584705521312094	0.11190509062391787	0.01892156248878846	0.1111283924461724	0.06206166203166342	0.01534609087603415	0.019871087024076393	0.0	0.0	Poison
0.04289871809151318	0.11636786340482311	0.038137518861614796	0.028313783582198878	0.1563592473559867	0.05584083943956735	0.03219271742351689	0.08799513513025756	0.12961148225712407	0.06039674001412887	0.03459662494584973	0.04347161415831086	0.05625857527205217	0.07750726645017797	0.040051873612877806	0.0	0.0	0.0	Fighting
0.02178435658422304	0.14641049727198222	0.014024939000542028	0.046140080865357126	0.07046239546549142	0.0952259101798931	0.032835892316461245	0.11813068800610299	0.07094030109626923	0.046898575313164194	0.01875928156123073	0.08843946966319359	0.0662332758057728	0.08221111600197326	0.030445990005644578	0.0	0.0	0.05105723086269842	Ground
0.01930174360953951	0.08236184287313665	0.00907670419545342	0.03486297508355885	0.014033974782915919	0.050186539745551165	0.06269531332349174	0.11764969362864569	0.014975277895990695	0.03614956661053396	0.03787578950291431	0.38121155922520455	0.04784803978898937	0.03233494001862723	0.011303370718644727	0.0	0.0	0.048132668996802255	Rock
0.027000119464788235	0.11484055756556458	0.02195779199621739	0.08381629657257796	0.07986018861342768	0.04048912749824552	0.03182936149139523	0.14534357022778074	0.16336871413162288	0.046185909361707564	0.04558094544055817	0.08914355825391083	0.024284429373924374	0.031065578858412553	0.03369859607359909	0.0	0.0	0.02153525507626712	Dark
0.047305517624657706	0.14059617289369533	0.0014792760909661173	0.0586515494292058	0.071116351128698	0.018465251069892885	0.035631637473497	0.10551678590977846	0.12864887408005984	0.11500892950054885	0.005194805194805195	0.06831574957205747	0.09717803504045942	0.01347408190145201	0.06711433617828987	0.0	0.0	0.026302646911936074	Ground
0.08565131542240036	0.07878383999856026	0.017842474020763475	0.06706544238426257	0.24266551232605002	0.017346380623749946	0.02106560706668447	0.04236498627022779	0.04536235684891233	0.07945578418496398	0.007456916507239339	0.0	0.19042368274108873	0.019301940427442564	0.0852137611776541	0.0	0.0	0.0	Fighting
0.0732872811121593	0.06059809888252236	0.013899709802007689	0.0665361510849726	0.14292483120384838	0.11312320435197207	0.05099562062914224	0.028687772786659217	0.05732098084665404	0.13167420513494418	0.03356851392706881	0.0008778308659692318	0.008909200605257487	0.03201735244031645	0.185579246326506	0.0	0.0	0.0	Fire
0.14428471837400741	0.021798316449871402	0.03323257933535768	0.07902028766580335	0.14649468302346894	0.05287711685990146	0.04937993048266043	0.08023342705894783	0.0803933191439902	0.11291609208765711	0.013676496337639451	0.0	0.017738564311231143	0.08889028251327377	0.056604763219624106	0.0	0.022459423136565695	0.0	Fighting
0.03071407796813545	0.1358508204032888	0.012799117794801355	0.0627334474915352	0.03474068401198386	0.08511431408238015	0.03966621690483865	0.07615179889375875	0.07465360834381259	0.13644077271984825	0.05360543941467303	0.004964293192390123	0.06640927194128537	0.11639365649434158	0.06976248034292684	0.0	0.0	0.0	Dragon
0.0834495101358123	0.008627054961790724	0.032498526736494227	0.193602643478134	0.07667007879297309	0.031119629304064086	0.0744004857527213	0.047907909190383555	0.029297862826031574	0.0878523312164597	0.02543342791329451	0.0007861949629889168	0.005158457810038517	0.07222416255000162	0.22228329070032601	0.0	0.0	0.008688433668485875	Fire
0.023926052698995157	0.07661942979095962	0.029315766566082414	0.071973401781841	0.0022415020292592216	0.11736436774864228	0.05537752255367412	0.10705195345194946	0.011271088076218676	0.01939667638588318	0.04134665641251237	0.19161572981417854	0.026842714140111724	0.019977570191870415	0.05695294901267681	0.02138141257842722	0.0	0.12734520676671776	Rock
0.014465240560027506	0.0849216733116895	0.005906998638000873	0.035657073803160966	0.004924759414027601	0.04401623780957852	0.0700561635685876	0.24567790875237924	0.05866322959061448	0.022828796188564378	0.006925091809399764	0.2234057240948008	0.053511212309089486	0.04905561957031015	0.012631714766186986	0.06735255581358215	0.0	0.0	Steel
0.11378859703373519	0.009080838811366353	0.11588033979694563	0.05573090732759865	0.03804327511596181	0.042789712325175026	0.18843083225628926	0.05479981601666577	0.020435221511131137	0.030425736036512215	0.03843358859388881	0.0007861949629889168	0.014937148839540778	0.053650159752863656	0.08982459861930105	0.0	0.1039778558027426	0.02898517719729312	Fairy
0.12921634172823934	0.03543535042398878	0.06995678277085654	0.06959528330747154	0.0844491640565502	0.0652954753174769	0.057507669225163406	0.0064898689960254715	0.06061599363943559	0.1255850184810736	0.03293307446128583	0.0	0.03056824134776989	0.062219513869679166	0.11048969869884658	0.030980392156862747	0.028662131519274374	0.0	Flying
0.040958660566246044	0.11873451380514129	0.02990048778835558	0.038994533866720395	0.08245293179056203	0.09034219205693222	0.025015425254708117	0.04213469998930886	0.12454599070598246	0.08868968775575145	0.061892860386996575	0.006625157250098458	0.0993601936297983	0.10763185351010127	0.024312868018065672	0.018407943625231335	0.0	0.0	Dark
0.12757562938609668	0.04754848300629762	0.04350168688160212	0.04837159940272373	0.27079278927657097	0.03323530045824376	0.015492570471322383	0.026672432293272916	0.09535741859444817	0.0657996786032177	0.00835514721748347	0.0	0.10200678231680141	0.037522576331448836	0.02950835199033173	0.0	0.022459423136565695	0.02580013063357283	Fighting
0.03647989060187272	0.014731164880319376	0.012580210258324113	0.020442000492866128	0.02107040346233097	0.14936918614976094	0.026970192533465703	0.05677138219260418	0.011688233108662674	0.028855887352164582	0.21151220854318883	0.0	0.004264264034606548	0.04959785181871016	0.355667124571123	0.0	0.0	0.0	Fire
0.03647989060187272	0.014731164880319376	0.012580210258324113	0.020442000492866128	0.02107040346233097	0.14936918614976094	0.026970192533465703	0.05677138219260418	0.011688233108662674	0.028855887352164582	0.21151220854318883	0.0	0.004264264034606548	0.04959785181871016	0.355667124571123	0.0	0.0	0.0	Fire
0.0376038854021022	0.0915310737351862	0.01872822887159772	0.02198915510793531	0.05957795049549576	0.009358545533479158	0.06650926979291115	0.04034539031812816	0.04917998696380764	0.17494506874937343	0.055021802304950844	0.0029079041005128712	0.16570753643620506	0.019420596384240794	0.06585817581287973	0.12131542999119396	0.0	0.0	Dragon
0.0571321918935711	0.10275741308675339	0.01918910844231455	0.030630067682703096	0.14639557898466907	0.034249157679209656	0.041055300548530675	0.012230625167735409	0.12226999926735808	0.053360082132332606	0.021738802222496086	0.005538418395961863	0.19081431910272492	0.0776992775741014	0.02319397980163985	0.06174567801789824	0.0	0.0	Ice
0.06320896711330769	0.0786230166392874	0.03165387821111201	0.0286159086347708	0.055671781065040685	0.05896735746765136	0.023618497157637218	0.06545808658120028	0.15203266529988183	0.05600152799414474	0.053073335445624543	0.028270345256763748	0.009487970492111027	0.04820372165864348	0.09543505114739002	0.0	0.045280927796780314	0.10639696203865291	Dark
0.09181615854534433	0.10940935710457142	0.0109963365367497	0.04125117346496345	0.19554755161928503	0.0437692081110648	0.033715314998685506	0.040899638257818366	0.18717252145467836	0.040841608086121695	0.012353445754627804	0.0	0.06921317371035286	0.02544134327691153	0.02623481351652605	0.04887893242573333	0.022459423136565695	0.0	Fighting
0.08242235702527406	0.09965103922847295	0.013532667164076964	0.03236984698921184	0.13817123451519261	0.04986406713888843	0.02926542712112972	0.015569524723061048	0.14793387096599891	0.0820337422565477	0.06255027776566263	0.0	0.10746561103514114	0.044401071752201836	0.02884692004088748	0.06592234227825262	0.0	0.0	Dark
